;"Activity type","Duration","From","To","Comment"
"Me time","02:05","2018-12-02 22:01","2018-12-03 00:07",""
"Study","02:02","2018-12-02 19:47","2018-12-02 21:49",
"Food","01:05","2018-12-02 18:41","2018-12-02 19:47",
"Study","00:11","2018-12-02 18:29","2018-12-02 18:41",
"Food","00:12","2018-12-02 18:16","2018-12-02 18:29",
"Study","04:03","2018-12-02 14:13","2018-12-02 18:16",
"Food","00:19","2018-12-02 13:53","2018-12-02 14:13",
"Study","01:57","2018-12-02 11:52","2018-12-02 13:50",
"Food","00:31","2018-12-02 10:30","2018-12-02 11:02",
"Sleep","10:16","2018-12-02 00:14","2018-12-02 10:30",
"Social / family","05:21","2018-12-01 18:52","2018-12-02 00:14",
"Transport","01:32","2018-12-01 17:19","2018-12-01 18:52",
"Social / family","01:41","2018-12-01 15:38","2018-12-01 17:19",
"Transport","01:09","2018-12-01 14:28","2018-12-01 15:38",
"Food","00:47","2018-12-01 13:09","2018-12-01 13:57",
"Transport","00:00","2018-12-01 13:09","2018-12-01 13:09",
"Transport","00:09","2018-12-01 13:00","2018-12-01 13:09",
"Sport","00:49","2018-12-01 12:10","2018-12-01 13:00",
"Routine","00:44","2018-12-01 11:25","2018-12-01 12:10",
"Transport","00:20","2018-12-01 10:32","2018-12-01 10:53",
"Sleep","10:09","2018-12-01 00:20","2018-12-01 10:30",
"Me time","01:31","2018-11-30 22:48","2018-12-01 00:20",
"Transport","00:39","2018-11-30 22:08","2018-11-30 22:48",
"Food","00:57","2018-11-30 20:55","2018-11-30 21:52",
"Routine","01:20","2018-11-30 19:34","2018-11-30 20:55",
"Sleep","04:50","2018-11-30 14:40","2018-11-30 19:30",""
"Me time","00:55","2018-11-30 13:44","2018-11-30 14:40",""
"Transport","01:33","2018-11-30 11:42","2018-11-30 13:16",
"Study","02:01","2018-11-30 09:40","2018-11-30 11:42",
"Class","01:00","2018-11-30 08:40","2018-11-30 09:40",""
"Transport","00:45","2018-11-30 07:54","2018-11-30 08:40",""
"Sleep","05:56","2018-11-30 01:58","2018-11-30 07:54",
"Social / family","04:56","2018-11-29 21:01","2018-11-30 01:58",
"Transport","00:28","2018-11-29 20:33","2018-11-29 21:01",
"Routine","00:31","2018-11-29 19:58","2018-11-29 20:30",
"Food","01:00","2018-11-29 18:48","2018-11-29 19:48",
"Study","01:38","2018-11-29 17:04","2018-11-29 18:42",
"Productivity ","01:01","2018-11-29 15:39","2018-11-29 16:40",
"Transport","01:00","2018-11-29 14:38","2018-11-29 15:39",
"Study","01:21","2018-11-29 13:05","2018-11-29 14:26",
"Conscious entertainment ","01:10","2018-11-29 11:55","2018-11-29 13:05",
"Transport","00:19","2018-11-29 10:50","2018-11-29 11:10",
"Food","00:48","2018-11-29 10:01","2018-11-29 10:50",
"Routine","00:23","2018-11-29 09:38","2018-11-29 10:01",
"Sport","00:49","2018-11-29 08:23","2018-11-29 09:12",
"Routine","00:07","2018-11-29 08:15","2018-11-29 08:23",
"Sleep","06:58","2018-11-29 00:39","2018-11-29 07:37",
"Sleep","00:24","2018-11-29 00:07","2018-11-29 00:32",
"Me time","00:45","2018-11-28 22:58","2018-11-28 23:43",
"Study","01:35","2018-11-28 21:22","2018-11-28 22:57",
"Conscious entertainment ","01:36","2018-11-28 19:46","2018-11-28 21:22",
"Productivity ","02:28","2018-11-28 17:17","2018-11-28 19:46",
"Transport","00:43","2018-11-28 15:33","2018-11-28 16:17",
"Study","00:46","2018-11-28 14:46","2018-11-28 15:33",
"Class","01:31","2018-11-28 13:09","2018-11-28 14:41",
"Study","01:53","2018-11-28 11:16","2018-11-28 13:09",
"Class","01:34","2018-11-28 08:43","2018-11-28 10:17",
"Transport","00:55","2018-11-28 07:47","2018-11-28 08:43",
"Routine","00:21","2018-11-28 07:20","2018-11-28 07:42",
"Sleep","07:50","2018-11-27 23:15","2018-11-28 07:06",
"Class","00:00","2018-11-27 21:06","2018-11-27 21:06",
"Default actions","07:14","2018-11-27 16:01","2018-11-27 23:15",
"Sleep","11:47","2018-11-26 23:55","2018-11-27 11:43",
"Conscious entertainment ","01:13","2018-11-26 22:26","2018-11-26 23:39",
"Study","00:45","2018-11-26 21:40","2018-11-26 22:26",
"Food","00:08","2018-11-26 21:31","2018-11-26 21:40",
"Transport","00:51","2018-11-26 20:39","2018-11-26 21:31",
"Study","00:26","2018-11-26 20:13","2018-11-26 20:39",
"Productivity ","01:00","2018-11-26 19:12","2018-11-26 20:13",
"Transport","01:05","2018-11-26 17:49","2018-11-26 18:54",
"Productivity ","03:02","2018-11-26 14:47","2018-11-26 17:49",
"Transport","00:45","2018-11-26 14:01","2018-11-26 14:47",
"Study","00:39","2018-11-26 14:01","2018-11-26 14:41",
"Transport","00:19","2018-11-26 12:18","2018-11-26 12:37",
"Sleep","09:24","2018-11-26 00:44","2018-11-26 10:09",
"Transport","00:40","2018-11-26 00:03","2018-11-26 00:44",
"Social / family","04:14","2018-11-25 19:48","2018-11-26 00:03",
"Transport","00:57","2018-11-25 18:49","2018-11-25 19:47",
"Class","00:00","2018-11-25 17:47","2018-11-25 17:47",
"Me time","01:03","2018-11-25 17:45","2018-11-25 18:49",
"Work Orphic","02:00","2018-11-25 15:36","2018-11-25 17:37",
"Conscious entertainment ","00:43","2018-11-25 14:52","2018-11-25 15:36",
"Study","00:46","2018-11-25 14:06","2018-11-25 14:52",
"Productivity ","00:37","2018-11-25 13:28","2018-11-25 14:06",
"Food","01:15","2018-11-25 12:00","2018-11-25 13:16",""
"Transport","00:14","2018-11-25 11:43","2018-11-25 11:58",
"Productivity ","01:47","2018-11-25 09:56","2018-11-25 11:43",
"Food","00:24","2018-11-25 09:31","2018-11-25 09:56",
"Routine","00:26","2018-11-25 09:04","2018-11-25 09:31",
"Sport","00:35","2018-11-25 08:27","2018-11-25 09:03",
"Routine","00:09","2018-11-25 08:18","2018-11-25 08:27",
"Sleep","08:32","2018-11-24 23:45","2018-11-25 08:18",
"Me time","02:56","2018-11-24 20:48","2018-11-24 23:45",
"Transport","01:43","2018-11-24 18:50","2018-11-24 20:33",
"Routine","00:24","2018-11-24 18:25","2018-11-24 18:50",
"Conscious entertainment ","00:29","2018-11-24 17:56","2018-11-24 18:25",
"Food","00:54","2018-11-24 16:59","2018-11-24 17:54",
"Sport","00:42","2018-11-24 16:16","2018-11-24 16:59",
"Study","00:25","2018-11-24 15:38","2018-11-24 16:03",
"Productivity ","00:39","2018-11-24 14:58","2018-11-24 15:37",
"Study","01:26","2018-11-24 13:31","2018-11-24 14:58",
"Food","01:29","2018-11-24 11:33","2018-11-24 13:02",
"Productivity ","01:22","2018-11-24 10:10","2018-11-24 11:33",
"Routine","00:29","2018-11-24 09:41","2018-11-24 10:10",
"Sleep","09:27","2018-11-24 00:04","2018-11-24 09:31",
"Routine","00:38","2018-11-23 23:25","2018-11-24 00:04",
"Study","00:42","2018-11-23 22:43","2018-11-23 23:25",
"Food","00:21","2018-11-23 22:21","2018-11-23 22:43",
"Productivity ","00:46","2018-11-23 21:44","2018-11-23 22:30",
"Sport","00:44","2018-11-23 21:00","2018-11-23 21:44",""
"Default actions","01:10","2018-11-23 19:50","2018-11-23 21:00",""
"Transport","01:16","2018-11-23 18:34","2018-11-23 19:51",
"Study","00:57","2018-11-23 17:35","2018-11-23 18:32",
"Productivity ","04:10","2018-11-23 13:25","2018-11-23 17:35",
"Transport","00:40","2018-11-23 12:32","2018-11-23 13:12",
"Food","01:05","2018-11-23 11:26","2018-11-23 12:32",
"Transport","00:24","2018-11-23 11:02","2018-11-23 11:26",
"Routine","00:37","2018-11-23 10:16","2018-11-23 10:54",
"Sleep","09:46","2018-11-23 00:23","2018-11-23 10:09",
"Me time","02:30","2018-11-22 22:00","2018-11-23 00:30",""
"Transport","01:30","2018-11-22 20:30","2018-11-22 22:00",""
"Study","05:33","2018-11-22 15:00","2018-11-22 20:33",
"Food","00:35","2018-11-22 14:24","2018-11-22 15:00",
"Productivity ","02:20","2018-11-22 12:05","2018-11-22 14:25",""
"Transport","01:05","2018-11-22 11:00","2018-11-22 12:05",""
"Default actions","01:00","2018-11-22 10:00","2018-11-22 11:00",""
"Sleep","08:36","2018-11-22 01:24","2018-11-22 10:00",""
"Class","00:00","2018-11-21 22:43","2018-11-21 22:43",
"Conscious entertainment ","04:31","2018-11-21 20:52","2018-11-22 01:24",""
"Study","02:17","2018-11-21 18:34","2018-11-21 20:52",
"Conscious entertainment ","02:27","2018-11-21 16:07","2018-11-21 18:34",
"Work Orphic","00:18","2018-11-21 15:49","2018-11-21 16:07",
"Work Orphic","00:43","2018-11-21 14:42","2018-11-21 15:25",
"Transport","00:13","2018-11-21 14:25","2018-11-21 14:39",
"Work Orphic","01:19","2018-11-21 13:00","2018-11-21 14:19",
"Transport","00:05","2018-11-21 12:54","2018-11-21 13:00",
"Routine","00:20","2018-11-21 12:34","2018-11-21 12:54",
"Food","00:30","2018-11-21 11:09","2018-11-21 11:40",""
"Transport","00:24","2018-11-21 10:45","2018-11-21 11:09",
"Sleep","10:29","2018-11-20 23:56","2018-11-21 10:26",
"Conscious entertainment ","00:47","2018-11-20 23:08","2018-11-20 23:56",
"Productivity ","00:25","2018-11-20 22:42","2018-11-20 23:08",
"Work Orphic","00:13","2018-11-20 22:29","2018-11-20 22:42",
"Work CAIJ corpo","00:49","2018-11-20 21:39","2018-11-20 22:29",
"Transport","00:14","2018-11-20 20:57","2018-11-20 21:11",
"Sport","01:52","2018-11-20 19:04","2018-11-20 20:57",
"Transport","01:36","2018-11-20 17:27","2018-11-20 19:04",
"Productivity ","00:37","2018-11-20 16:49","2018-11-20 17:27",
"Food","00:20","2018-11-20 16:30","2018-11-20 16:50",""
"Study","00:30","2018-11-20 16:00","2018-11-20 16:30",""
"Work Orphic","01:00","2018-11-20 15:00","2018-11-20 16:00",""
"Conscious entertainment ","02:00","2018-11-20 13:00","2018-11-20 15:00",""
"Food","00:45","2018-11-20 12:15","2018-11-20 13:00",""
"Transport","00:29","2018-11-20 11:45","2018-11-20 12:15",""
"Routine","00:38","2018-11-20 11:07","2018-11-20 11:45",
"Sleep","10:00","2018-11-20 01:06","2018-11-20 11:06",""
"Me time","02:43","2018-11-19 22:22","2018-11-20 01:06",""
"Food","03:07","2018-11-19 19:14","2018-11-19 22:22",
"Transport","02:44","2018-11-19 16:28","2018-11-19 19:13",
"Work Orphic","00:46","2018-11-19 15:19","2018-11-19 16:06",
"Transport","00:25","2018-11-19 14:53","2018-11-19 15:19",
"Work Orphic","00:13","2018-11-19 14:39","2018-11-19 14:52",
"Work le clou","00:43","2018-11-19 13:56","2018-11-19 14:39",
"Transport","00:22","2018-11-19 13:26","2018-11-19 13:49",
"Food","00:30","2018-11-19 12:56","2018-11-19 13:26",
"Work Orphic","01:25","2018-11-19 11:31","2018-11-19 12:56",
"Work CAIJ corpo","01:19","2018-11-19 09:00","2018-11-19 10:20",
"Work Orphic","00:39","2018-11-19 08:20","2018-11-19 09:00",
"Routine","00:23","2018-11-19 07:56","2018-11-19 08:20",
"Sleep","07:49","2018-11-19 00:06","2018-11-19 07:56",
"Productivity ","00:59","2018-11-18 19:36","2018-11-18 20:35",
"Sleep","02:56","2018-11-18 15:44","2018-11-18 18:40",
"Conscious entertainment ","00:28","2018-11-18 15:15","2018-11-18 15:44",
"Transport","00:44","2018-11-18 14:17","2018-11-18 15:02",
"Social / family","02:33","2018-11-18 11:44","2018-11-18 14:17",
"Transport","01:08","2018-11-18 10:35","2018-11-18 11:44",
"Sleep","08:22","2018-11-18 02:12","2018-11-18 10:35",
"Social / family","09:33","2018-11-17 16:39","2018-11-18 02:12",
"Conscious entertainment ","00:44","2018-11-17 15:54","2018-11-17 16:38",
"Food","00:36","2018-11-17 15:17","2018-11-17 15:54",
"Productivity ","01:24","2018-11-17 13:53","2018-11-17 15:17",
"Food","01:10","2018-11-17 11:57","2018-11-17 13:08",
"Transport","00:18","2018-11-17 11:35","2018-11-17 11:54",
"Routine","00:09","2018-11-17 11:25","2018-11-17 11:35",
"Sleep","09:43","2018-11-17 00:40","2018-11-17 10:23",
"Me time","02:20","2018-11-16 22:20","2018-11-17 00:40",
"Transport","00:24","2018-11-16 21:56","2018-11-16 22:20",
"Conscious entertainment ","02:01","2018-11-16 19:54","2018-11-16 21:56",
"Food","00:43","2018-11-16 19:11","2018-11-16 19:54",
"Conscious entertainment ","01:17","2018-11-16 17:53","2018-11-16 19:11",
"Work Orphic","00:20","2018-11-16 17:30","2018-11-16 17:50",
"Productivity ","01:03","2018-11-16 16:27","2018-11-16 17:30",
"Default actions","02:50","2018-11-16 13:36","2018-11-16 16:27",
"Routine","00:40","2018-11-16 12:55","2018-11-16 13:36",
"Transport","00:33","2018-11-16 12:22","2018-11-16 12:55",
"Food","00:19","2018-11-16 11:57","2018-11-16 12:17",
"Transport","00:14","2018-11-16 11:42","2018-11-16 11:57",
"Work Orphic","00:41","2018-11-16 10:50","2018-11-16 11:31",
"Productivity ","00:09","2018-11-16 10:40","2018-11-16 10:50",
"Work CAIJ corpo","00:18","2018-11-16 10:21","2018-11-16 10:39",
"Class","01:34","2018-11-16 08:47","2018-11-16 10:21",
"Transport","01:27","2018-11-16 07:19","2018-11-16 08:47",
"Study","08:07","2018-11-15 23:00","2018-11-16 07:07",
"Study","00:00","2018-11-15 23:00","2018-11-15 23:00",
"Transport","00:33","2018-11-15 21:40","2018-11-15 22:14",
"Routine","00:18","2018-11-15 21:21","2018-11-15 21:40",
"Study","01:01","2018-11-15 20:20","2018-11-15 21:21",
"Food","01:21","2018-11-15 18:57","2018-11-15 20:18",
"Transport","02:47","2018-11-15 15:53","2018-11-15 18:41",
"Study","02:48","2018-11-15 12:38","2018-11-15 15:26",
"Food","01:11","2018-11-15 11:26","2018-11-15 12:38",
"Productivity ","01:01","2018-11-15 10:24","2018-11-15 11:26",
"Routine","00:25","2018-11-15 09:59","2018-11-15 10:24",
"Sleep","09:44","2018-11-15 00:05","2018-11-15 09:49",
"Me time","00:43","2018-11-14 23:22","2018-11-15 00:05",
"Social / family","02:18","2018-11-14 21:04","2018-11-14 23:22",
"Food","02:19","2018-11-14 18:44","2018-11-14 21:03",
"Productivity ","03:43","2018-11-14 15:00","2018-11-14 18:44",""
"Transport","02:30","2018-11-14 12:30","2018-11-14 15:00",""
"Productivity ","01:00","2018-11-14 11:30","2018-11-14 12:30",""
"Transport","00:30","2018-11-14 11:00","2018-11-14 11:30",""
"Default actions","01:00","2018-11-14 10:00","2018-11-14 11:00",""
"Productivity ","01:00","2018-11-14 09:00","2018-11-14 10:00",""
"Sleep","10:00","2018-11-13 23:00","2018-11-14 09:00",""
"Me time","02:00","2018-11-13 21:00","2018-11-13 23:00",""
"Sport","02:00","2018-11-13 19:00","2018-11-13 21:00",""
"Transport","03:00","2018-11-13 16:00","2018-11-13 19:00",""
"Non-class learning/prod","07:00","2018-11-13 09:00","2018-11-13 16:00",""
"Transport","00:20","2018-11-13 08:40","2018-11-13 09:00",""
"Routine","00:40","2018-11-13 08:00","2018-11-13 08:40",""
"Sleep","07:55","2018-11-13 00:05","2018-11-13 08:00",""
"Social / family","04:35","2018-11-12 19:30","2018-11-13 00:05",""
"Food","00:30","2018-11-12 19:00","2018-11-12 19:30",""
"Non-class learning/prod","06:00","2018-11-12 13:00","2018-11-12 19:00",""
"Transport","03:31","2018-11-12 09:28","2018-11-12 13:00",""
"Study","00:55","2018-11-12 08:32","2018-11-12 09:28",
"Sleep","08:32","2018-11-11 23:29","2018-11-12 08:01",
"Routine","00:11","2018-11-11 23:17","2018-11-11 23:29",
"Social / family","05:24","2018-11-11 17:53","2018-11-11 23:17",
"Study","04:14","2018-11-11 13:40","2018-11-11 17:55",
"Food","01:08","2018-11-11 12:30","2018-11-11 13:38",
"Routine","00:52","2018-11-11 11:38","2018-11-11 12:30",
"Sleep","08:15","2018-11-11 02:52","2018-11-11 11:07",
"Social / family","05:25","2018-11-10 21:08","2018-11-11 02:33",
"Food","01:13","2018-11-10 19:18","2018-11-10 20:31",
"Study","02:51","2018-11-10 16:26","2018-11-10 19:18",
"Food","00:40","2018-11-10 15:45","2018-11-10 16:26",
"Me time","00:33","2018-11-10 15:12","2018-11-10 15:45",
"Productivity ","00:33","2018-11-10 15:12","2018-11-10 15:45",
"Default actions","02:30","2018-11-10 12:30","2018-11-10 15:00",""
"Sleep","10:12","2018-11-10 02:18","2018-11-10 12:30",""
"Default actions","03:00","2018-11-09 23:18","2018-11-10 02:18",""
"Conscious entertainment ","01:10","2018-11-09 21:40","2018-11-09 22:50",""
"Work Orphic","00:50","2018-11-09 20:38","2018-11-09 21:28",
"Conscious entertainment ","00:56","2018-11-09 19:41","2018-11-09 20:37",
"Food","01:14","2018-11-09 17:47","2018-11-09 19:02",
"Conscious entertainment ","02:04","2018-11-09 15:39","2018-11-09 17:44",
"Study","02:37","2018-11-09 12:54","2018-11-09 15:32",
"Transport","00:21","2018-11-09 11:57","2018-11-09 12:18",
"Sport","00:35","2018-11-09 11:21","2018-11-09 11:57",
"Transport","00:04","2018-11-09 11:17","2018-11-09 11:21",
"Food","00:57","2018-11-09 10:19","2018-11-09 11:17",
"Transport","00:16","2018-11-09 10:03","2018-11-09 10:19",
"Routine","00:30","2018-11-09 09:33","2018-11-09 10:03",
"Transport","00:13","2018-11-09 09:19","2018-11-09 09:33",
"Sleep","09:09","2018-11-09 00:10","2018-11-09 09:19",""
"Social / family","04:53","2018-11-08 18:44","2018-11-08 23:37",
"Transport","00:24","2018-11-08 18:19","2018-11-08 18:44",
"Work Orphic","01:43","2018-11-08 16:35","2018-11-08 18:18",""
"Transport","00:40","2018-11-08 15:53","2018-11-08 16:34",
"Study","01:47","2018-11-08 14:05","2018-11-08 15:53",
"Food","00:33","2018-11-08 13:32","2018-11-08 14:05",
"Transport","00:46","2018-11-08 12:45","2018-11-08 13:32",
"Routine","00:38","2018-11-08 11:44","2018-11-08 12:23",
"Default actions","00:38","2018-11-08 11:44","2018-11-08 12:23",
"Sleep","08:35","2018-11-08 01:39","2018-11-08 10:15",
"Routine","01:29","2018-11-08 00:09","2018-11-08 01:39",
"Conscious entertainment ","00:00","2018-11-07 22:24","2018-11-07 22:24",
"Me time","01:45","2018-11-07 22:24","2018-11-08 00:09",
"Study","00:54","2018-11-07 21:29","2018-11-07 22:24",
"Food","00:36","2018-11-07 20:28","2018-11-07 21:05",""
"Transport","00:40","2018-11-07 19:48","2018-11-07 20:28",
"Study","01:37","2018-11-07 17:51","2018-11-07 19:29",
"Transport","00:28","2018-11-07 17:23","2018-11-07 17:51",
"Conscious entertainment ","00:44","2018-11-07 16:39","2018-11-07 17:23",
"Study","02:26","2018-11-07 14:13","2018-11-07 16:39",
"Work Orphic","00:18","2018-11-07 13:54","2018-11-07 14:12",
"Food","00:56","2018-11-07 12:58","2018-11-07 13:54",
"Transport","00:33","2018-11-07 12:24","2018-11-07 12:58",
"Me time","00:37","2018-11-07 12:10","2018-11-07 12:47",
"Sport","01:01","2018-11-07 11:22","2018-11-07 12:24",
"Transport","00:44","2018-11-07 10:38","2018-11-07 11:22",
"Default actions","00:41","2018-11-07 09:53","2018-11-07 10:34",
"Routine","00:57","2018-11-07 08:11","2018-11-07 09:08",
"Sleep","09:11","2018-11-06 22:59","2018-11-07 08:11",
"Conscious entertainment ","01:11","2018-11-06 21:48","2018-11-06 22:59",
"Routine","00:25","2018-11-06 21:22","2018-11-06 21:48",
"Transport","00:24","2018-11-06 20:58","2018-11-06 21:22",
"Sport","01:54","2018-11-06 19:03","2018-11-06 20:58",
"Transport","00:33","2018-11-06 18:29","2018-11-06 19:03",
"Productivity ","00:34","2018-11-06 17:54","2018-11-06 18:29",
"Work CAIJ corpo","00:37","2018-11-06 17:05","2018-11-06 17:43",
"Study","01:31","2018-11-06 15:34","2018-11-06 17:05",
"Productivity ","02:53","2018-11-06 12:40","2018-11-06 15:34",
"Transport","00:30","2018-11-06 12:10","2018-11-06 12:40",
"Food","01:22","2018-11-06 10:24","2018-11-06 11:47",
"Productivity ","00:40","2018-11-06 09:30","2018-11-06 10:10",""
"Transport","00:15","2018-11-06 09:15","2018-11-06 09:30",""
"Routine","00:45","2018-11-06 08:30","2018-11-06 09:15",""
"Sleep","08:30","2018-11-06 00:00","2018-11-06 08:30",""
"Me time","00:41","2018-11-05 23:18","2018-11-06 00:00",""
"Productivity ","00:46","2018-11-05 22:31","2018-11-05 23:18",
"Food","00:41","2018-11-05 21:50","2018-11-05 22:31",
"Transport","00:28","2018-11-05 20:57","2018-11-05 21:25",
"Productivity ","00:30","2018-11-05 20:26","2018-11-05 20:56",
"Transport","00:41","2018-11-05 19:44","2018-11-05 20:26",
"Study","03:13","2018-11-05 16:30","2018-11-05 19:44",
"Food","00:26","2018-11-05 14:23","2018-11-05 14:50",""
"Transport","00:42","2018-11-05 13:40","2018-11-05 14:23",
"Study","01:16","2018-11-05 12:23","2018-11-05 13:40",
"Routine","01:00","2018-11-05 10:44","2018-11-05 11:44",
"Sleep","10:43","2018-11-05 00:00","2018-11-05 10:44",
"Default actions","00:35","2018-11-04 23:25","2018-11-05 00:00",
"Me time","03:17","2018-11-04 20:08","2018-11-04 23:25",
"Food","00:41","2018-11-04 19:26","2018-11-04 20:07",
"Study","04:22","2018-11-04 15:04","2018-11-04 19:26",
"Food","00:27","2018-11-04 13:38","2018-11-04 14:05",
"Sport","01:00","2018-11-04 12:37","2018-11-04 13:38",
"Study","00:48","2018-11-04 11:48","2018-11-04 12:37",
"Routine","01:30","2018-11-04 10:17","2018-11-04 11:48",
"Sleep","10:29","2018-11-04 00:48","2018-11-04 10:17",
"Me time","03:50","2018-11-03 20:57","2018-11-04 00:48",
"Food","00:20","2018-11-03 20:37","2018-11-03 20:57",
"Transport","00:20","2018-11-03 20:16","2018-11-03 20:37",
"Productivity ","00:38","2018-11-03 19:38","2018-11-03 20:16",
